-12460.7012,0.024908001
-12459.7012,0.134419993
-99.7010498,0.064868003
-49.7010498,-0.078401998
-29.7010479,-0.118639998
-9.7010479,-0.027152
-4.70104837,-0.197209999
-0.701048255,-0.167600006
-0.201048285,10.5570002
-0.001048297,40.2719994
0.098951712,42.6529999
0.198951721,40.1609993
0.248951718,40.1650009
0.298951715,37.1189995
0.348951727,35.8880005
0.398951709,35.1819992
0.448951721,34.4609985
0.498951733,34.0880013
0.548951745,33.2890015
0.598951697,30.9220009
0.698951721,28.375
0.798951745,28.3220005
0.898951769,26.8530006
0.998951674,25.7049999
1.0989517,24.2789993
1.19895172,22.9589996
1.29895175,22.3659992
1.49895179,20.7630005
1.69895172,18.2180004
1.89895177,17.5620003
2.09895158,17.4099998
2.29895163,15.5749998
2.49895167,15.0740004
2.79895163,13.4989996
3.19895172,12.5179996
3.69895172,11.3219995
4.29895163,9.16390038
4.99895144,7.60319996
5.7889514,6.50279999
6.52895164,5.74280024
7.6189518,4.58220005
9.24895191,3.33439994
11.6889524,2.0783999
15.3189526,1.47140002
20.7389526,1.81229997
28.8289528,-0.066451997
40.8989487,-0.696709991
58.8989487,-1.11720002
85.7489471,-1.35080004
125.808952,-1.36319995
185.568954,-1.43239999
274.728943,-1.52160001
400.29895,-1.43149996
600.29895,-1.19330001
800.29895,-1.18190002
1000.29895,-1.36950004
1500.29895,-1.14919996
2250.29907,-1.24950004
3000.29907,-1.22689998
12460.2988,-0.770009995
24920.2988,-0.890209973
37380.3008,-1.04649997
49840.3008,-1.10590005
62300.3008,-1.0582
74760.2969,-1.00979996
87220.2969,-0.895910025
99680.2969,-0.875810027
112000.297,-0.876010001
125000.297,-0.823210001
137000.297,-0.810410023
212000.297,-0.76740998
249000.297,-0.668910027
274000.312,-1.13170004
324000.312,-0.891409993
361000.312,-0.670910001
424000.312,-0.631210029
486000.312,-1.18110001
548000.312,-0.940410018
635000.312,-1.0187
723000.312,-0.930710018
822000.312,-0.876909971
947000.312,-0.940710008
1080000.25,-0.651639998
1250000.25,-0.930909991
1420000.25,-0.838310003
1620000.25,-0.786109984
1860000.25,-0.780510008
2120000.25,-0.891309977
2430000.25,-0.859309971
2780000.25,-0.931509972
3180000.25,-1.10109997
3640000.25,-1.00220001
4160000.25,-0.698010027
4770000.5,-1.09870005
5460000.5,-0.81050998
6240000.5,-1.13020003
7150000.5,-0.963310003
8190000.5,-1.13769996
9370000,-1.00730002
1.07E+07,-1.03659999
1.23E+07,-1.03680003
1.40E+07,-0.827109993
1.61E+07,-0.891910017
1.84E+07,-0.931010008
2.11E+07,-0.69641
2.41E+07,-0.846010029
2.76E+07,-0.508090019
3.16E+07,-0.731509984
3.61E+07,-0.456389993
4.14E+07,-0.365999997
4.73E+07,-0.522580028
5.42E+07,-0.294149995
6.20E+07,-0.24064
7.10E+07,-0.211999997
8.12E+07,0.061037999
9.30E+07,-0.022321999
1.06E+08,0.094848
1.25E+08,0.325390011
1.50E+08,0.244890004
1.87E+08,0.43039
2.24E+08,0.941919982
2.62E+08,0.840740025
3.12E+08,1.01929998
3.61E+08,0.980560005
4.11E+08,1.26559997
4.61E+08,1.32679999
